ID,Manul Aspect,Aspect,Polarity,Summary,Review,Flag,Manul Aspect
3250,Queue+Waiting Time,queue/waiting time,negative,long wait times,"Embassy Suites does not put any signage prohibiting non-electric vehicle parking at the destination charging spaces.  We called ahead to make sure we'd be able to charge after our 3-hour drive to College Station and were told they would put a cone out to protect the spot, but there were gas vehicles parked there and the hotel employees just shrugged and told us there was nothing they could do.",0,
3251,Safety,safety,negative,lack of enforcement,"Embassy Suites does not put any signage prohibiting non-electric vehicle parking at the destination charging spaces.  We called ahead to make sure we'd be able to charge after our 3-hour drive to College Station and were told they would put a cone out to protect the spot, but there were gas vehicles parked there and the hotel employees just shrugged and told us there was nothing they could do.",0,
3252,Accessibility+Availability ,availability,negative,gas vehicles parked in charging spots,"Embassy Suites does not put any signage prohibiting non-electric vehicle parking at the destination charging spaces.  We called ahead to make sure we'd be able to charge after our 3-hour drive to College Station and were told they would put a cone out to protect the spot, but there were gas vehicles parked there and the hotel employees just shrugged and told us there was nothing they could do.",0,
3253,Customer Service,customer service,negative,unhelpful hotel employees,"Embassy Suites does not put any signage prohibiting non-electric vehicle parking at the destination charging spaces.  We called ahead to make sure we'd be able to charge after our 3-hour drive to College Station and were told they would put a cone out to protect the spot, but there were gas vehicles parked there and the hotel employees just shrugged and told us there was nothing they could do.",0,
3254,Ease of use,user interface,negative,difficult to navigate,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3255,Queue+Waiting Time,queue/waiting time,negative,long wait times,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3256,Safety,safety,negative,concerns about security,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3257,patment Option,payment option,negative,limited payment methods,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3258,Ease of use,ease of use,negative,complicated process,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3259,Compatibility+Connectivity ,charging compatibility/connectivity,negative,not compatible with all vehicles,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3260,Accessibility+Availability ,availability,negative,limited availability,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3261,Accessibility+Availability ,infrastructure,negative,poorly maintained,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3262,Speed+Efficiency ,efficiency,negative,slow charging speed,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3263,Amenities+Location,amenities,negative,lack of amenities,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3264,Reliability+Maintenance,reliability,negative,unreliable charging,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3265,Accessibility+Availability ,accessibility,negative,difficult to access,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3266,Price+Cost,price,negative,expensive charging fees,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3267,Reliability+Maintenance,maintenance,negative,poorly maintained,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3268,Accessibility+Availability ,functionality,negative,malfunctioning equipment,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3269,Accessibility+Availability ,capacity,negative,limited charging capacity,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3270,Customer Service,customer service,negative,poor customer service,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3271,Amenities+Location,charging location,negative,inconvenient locations,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3272,Speed+Efficiency ,charging speed,negative,slow charging speed,The band sucked and the hostess wasn't nice. It's a freaking charging station. Why is this here for review?,0,
3273,Accessibility+Availability ,infrastructure,negative,Charging station not working,Out of order,0,
3274,Accessibility+Availability ,accessibility,negative,Limited to residents only,Only for residents they will tow!,0,
3275,Customer Service,customer service,negative,Towing for non-residents,Only for residents they will tow!,0,
3276,Accessibility+Availability ,user interface,negative,Plug is chewed up,"Useable, plug is chewed up. If u carefully connect it to the cars port, it charges. Not dependable. EV charge is good with adapter at 6 Kw.",0,
3277,Compatibility+Connectivity ,charging compatibility/connectivity,positive,EV charge is good with adapter,"Useable, plug is chewed up. If u carefully connect it to the cars port, it charges. Not dependable. EV charge is good with adapter at 6 Kw.",0,
3278,Speed+Efficiency ,efficiency,negative,Not dependable,"Useable, plug is chewed up. If u carefully connect it to the cars port, it charges. Not dependable. EV charge is good with adapter at 6 Kw.",0,
3279,Speed+Efficiency ,charging speed,positive,6 Kw,"Useable, plug is chewed up. If u carefully connect it to the cars port, it charges. Not dependable. EV charge is good with adapter at 6 Kw.",0,
3280,Accessibility+Availability ,infrastructure,negative,Charging station is broken.,It’s broken,0,
3281,Accessibility+Availability ,infrastructure,negative,Tesla chargers broken,Both Tesla chargers are broken. One other EV charger functional @6KW.,0,
3282,Accessibility+Availability ,infrastructure,negative,Only one functional EV charger,Both Tesla chargers are broken. One other EV charger functional @6KW.,0,
3283,Speed+Efficiency ,charging speed,negative,Charging @6KW,Both Tesla chargers are broken. One other EV charger functional @6KW.,0,
3284,Amenities+Location,charging station,negative,broken Tesla charger,The Tesla charger was broken. GE wouldn’t charge my car.,0,
3285,Amenities+Location,charging station,negative,GE wouldn't charge car,The Tesla charger was broken. GE wouldn’t charge my car.,0,
3286,Accessibility+Availability ,infrastructure,negative,"Charger broken, slow charge speed",Tesla charger is broken and GE charge slow,0,
3287,Speed+Efficiency ,efficiency,negative,Charging process slow and inefficient,Tesla charger is broken and GE charge slow,0,
3288,Speed+Efficiency ,efficiency,negative,Charging speed is slow,Showing 16 kw only getting 8kw,0,
3289,Compatibility+Connectivity ,capacity,negative,Not getting full power,Showing 16 kw only getting 8kw,0,
3290,Accessibility+Availability ,functionality,negative,Not working as expected,Showing 16 kw only getting 8kw,0,
3291,User-Interface+Mobile App,user interface,positive,Works great,Works! Hose and location are great. I wish there was a pinball place close!,0,
3292,Accessibility+Availability ,availability,positive,Location is great,Works! Hose and location are great. I wish there was a pinball place close!,0,
3293,Amenities+Location,amenities,positive,Hose is great,Works! Hose and location are great. I wish there was a pinball place close!,0,
3294,Amenities+Location,amenities,negative,No pinball place nearby,Works! Hose and location are great. I wish there was a pinball place close!,0,
3295,User-Interface+Mobile App,user interface,negative,Handle looks broken and useless,Does not work! The handle looks broken with exposed wires. Useless.,0,
3296,Safety,safety,negative,"Exposed wires, not safe",Does not work! The handle looks broken with exposed wires. Useless.,0,
3297,Accessibility+Availability ,functionality,negative,"Does not work, useless",Does not work! The handle looks broken with exposed wires. Useless.,0,
3298,Accessibility+Availability ,availability,positive,Free Tesla chargers for guests,Free Tesla Destination Charger and Level 2 charger.  Please contact the hotel before using - these are for their guests but they may be happy to share if there aren't any guests in need.,0,
3299,Accessibility+Availability ,availability,positive,Level 2 chargers available for use,Free Tesla Destination Charger and Level 2 charger.  Please contact the hotel before using - these are for their guests but they may be happy to share if there aren't any guests in need.,0,
3300,Customer Service,customer service,positive,Hotel may share chargers with non-guests,Free Tesla Destination Charger and Level 2 charger.  Please contact the hotel before using - these are for their guests but they may be happy to share if there aren't any guests in need.,0,
3301,Accessibility+Availability ,infrastructure,positive,well-maintained,An adventure,0,
3302,Customer Service,customer service,positive,excellent assistance,An adventure,0,
3303,Amenities+Location,amenities,positive,convenient facilities,An adventure,0,
3304,User-Interface+Mobile App,user interface,negative,Requires app for charging,Requires app. Did not work today. Charging did not start after I typed my credit card number. EvConnect. Veefil.  Chademo. Tesla model 3. Cannot use credit card directly.,0,
3305,patment Option,payment option,negative,Cannot use credit card directly,Requires app. Did not work today. Charging did not start after I typed my credit card number. EvConnect. Veefil.  Chademo. Tesla model 3. Cannot use credit card directly.,0,
3306,Speed+Efficiency ,efficiency,negative,Charging did not start,Requires app. Did not work today. Charging did not start after I typed my credit card number. EvConnect. Veefil.  Chademo. Tesla model 3. Cannot use credit card directly.,0,
3307,Compatibility+Connectivity ,charging compatibility/connectivity,positive,Tesla model 3 compatible,Requires app. Did not work today. Charging did not start after I typed my credit card number. EvConnect. Veefil.  Chademo. Tesla model 3. Cannot use credit card directly.,0,
3308,Accessibility+Availability ,availability,negative,Did not work today,Requires app. Did not work today. Charging did not start after I typed my credit card number. EvConnect. Veefil.  Chademo. Tesla model 3. Cannot use credit card directly.,0,
3309,Customer Service,customer service,negative,EvConnect and Veefil not working,Requires app. Did not work today. Charging did not start after I typed my credit card number. EvConnect. Veefil.  Chademo. Tesla model 3. Cannot use credit card directly.,0,
3310,Accessibility+Availability ,availability,negative,non-existent,Doesn’t exist,0,
3311,Amenities+Location,infrastructure,positive,Perfect location with 24/7 accessibility,This a perfect location to charge. Two chargers under a covering. 48A chargers 248 V. Quiet location accessible 24/7. It’s worth the drive to get here.,0,
3312,Speed+Efficiency ,charging speed,positive,48A chargers with 248V,This a perfect location to charge. Two chargers under a covering. 48A chargers 248 V. Quiet location accessible 24/7. It’s worth the drive to get here.,0,
3313,Accessibility+Availability ,availability,positive,Two chargers under a covering,This a perfect location to charge. Two chargers under a covering. 48A chargers 248 V. Quiet location accessible 24/7. It’s worth the drive to get here.,0,
3314,Amenities+Location,accessibility,positive,Quiet location worth the drive,This a perfect location to charge. Two chargers under a covering. 48A chargers 248 V. Quiet location accessible 24/7. It’s worth the drive to get here.,0,
3315,Accessibility+Availability ,customer service,positive,Accessible 24/7,This a perfect location to charge. Two chargers under a covering. 48A chargers 248 V. Quiet location accessible 24/7. It’s worth the drive to get here.,0,
3316,Queue+Waiting Time,queue/waiting time,negative,"long lines, saved by Cabinet guys",The cabinet maker has 2 destination charge stations. I was pulling 80amps. All other places in CS were full with lines. Thank you Cabinet guys as you saved me a tow truck back to the nearest SC. When is CS going to get one??,0,
3317,Accessibility+Availability ,availability,positive,saved me from tow truck,The cabinet maker has 2 destination charge stations. I was pulling 80amps. All other places in CS were full with lines. Thank you Cabinet guys as you saved me a tow truck back to the nearest SC. When is CS going to get one??,0,
3318,Amenities+Location,charging location,positive,Excellent food and shopping options,"Excellent location with lots of food and shopping options!  First charger I tried only produced 35kW, but switched to another and got 115kW.  Highly recommend if you need to do a long charge.",0,
3319,Speed+Efficiency ,charging speed,positive,115kW charge available,"Excellent location with lots of food and shopping options!  First charger I tried only produced 35kW, but switched to another and got 115kW.  Highly recommend if you need to do a long charge.",0,
3320,Speed+Efficiency ,charging speed,negative,35kW charge not sufficient,"Excellent location with lots of food and shopping options!  First charger I tried only produced 35kW, but switched to another and got 115kW.  Highly recommend if you need to do a long charge.",0,
3321,Amenities+Location,charging location,positive,great for interstate travel,Great location for getting on/off interstate 95. Lots of food choices around. Only issue is that they get filled up in the afternoon. The stations maintenance is on point. No issues with any chargers,0,
3322,Accessibility+Availability ,food,positive,lots of options nearby,Great location for getting on/off interstate 95. Lots of food choices around. Only issue is that they get filled up in the afternoon. The stations maintenance is on point. No issues with any chargers,0,
3323,Accessibility+Availability ,availability,negative,fills up in afternoon,Great location for getting on/off interstate 95. Lots of food choices around. Only issue is that they get filled up in the afternoon. The stations maintenance is on point. No issues with any chargers,0,
3324,Reliability+Maintenance,maintenance,positive,well-maintained stations,Great location for getting on/off interstate 95. Lots of food choices around. Only issue is that they get filled up in the afternoon. The stations maintenance is on point. No issues with any chargers,0,
3325,Amenities+Location,charging station,positive,no issues with charging,Great location for getting on/off interstate 95. Lots of food choices around. Only issue is that they get filled up in the afternoon. The stations maintenance is on point. No issues with any chargers,0,
3326,Amenities+Location,charging location,positive,Convenient and safe charging spot,The supercharger is located within walking distance from five guys and many other stores. You can just lock the car while is charging and go and eat. Great location and safe,0,
3327,Safety,safety,positive,Feels secure leaving car while charging,The supercharger is located within walking distance from five guys and many other stores. You can just lock the car while is charging and go and eat. Great location and safe,0,
3328,Accessibility+Availability ,accessibility,positive,Walking distance to nearby stores,The supercharger is located within walking distance from five guys and many other stores. You can just lock the car while is charging and go and eat. Great location and safe,0,
3329,Accessibility+Availability ,infrastructure,positive,Plenty of space to go for a walk,"This stop is probably our favorite south of Orlando. We charged at 80kW 342 mi/hr. There are 8 super chargers with 4 parking spots on both sides of the chargers. Plenty of space to go for a walk along the sidewalk while you wait. About fifty steps away is the Crafty Crab seafood boil restaurant that’s absolutely delicious. Also if you need a restroom, you can order a coke at their bar.",0,
3330,Speed+Efficiency ,charging speed,positive,Charged at 80kW 342 mi/hr,"This stop is probably our favorite south of Orlando. We charged at 80kW 342 mi/hr. There are 8 super chargers with 4 parking spots on both sides of the chargers. Plenty of space to go for a walk along the sidewalk while you wait. About fifty steps away is the Crafty Crab seafood boil restaurant that’s absolutely delicious. Also if you need a restroom, you can order a coke at their bar.",0,
3331,Amenities+Location,amenities,positive,Crafty Crab seafood boil restaurant nearby,"This stop is probably our favorite south of Orlando. We charged at 80kW 342 mi/hr. There are 8 super chargers with 4 parking spots on both sides of the chargers. Plenty of space to go for a walk along the sidewalk while you wait. About fifty steps away is the Crafty Crab seafood boil restaurant that’s absolutely delicious. Also if you need a restroom, you can order a coke at their bar.",0,
3332,Accessibility+Availability ,accessibility,positive,Restroom available with purchase at nearby bar,"This stop is probably our favorite south of Orlando. We charged at 80kW 342 mi/hr. There are 8 super chargers with 4 parking spots on both sides of the chargers. Plenty of space to go for a walk along the sidewalk while you wait. About fifty steps away is the Crafty Crab seafood boil restaurant that’s absolutely delicious. Also if you need a restroom, you can order a coke at their bar.",0,
3333,Amenities+Location,charging location,positive,lots of restaurants nearby,Great location with lots of restaurants,0,
3334,Amenities+Location,amenities,positive,lots of restaurants nearby,Great location with lots of restaurants,0,
3335,Amenities+Location,charging location,positive,lots of restaurants nearby,Great location with lots of restaurants,0,
3336,Queue+Waiting Time,queue/waiting time,negative,chaotic rush hour,"If you are charging late morning or afternoon it’s fine, but rush hour between 6:45-8 is chaotic. Cramp parking due to large moving trucks blocking the charging spaces or lawn companies blocking the parking spaces. This is the most busy Wawa I have been to in awhile. But thankful for a fast supercharger in 15 min from 21%-40%",0,
3337,Accessibility+Availability ,availability,positive,fast supercharger in 15 min,"If you are charging late morning or afternoon it’s fine, but rush hour between 6:45-8 is chaotic. Cramp parking due to large moving trucks blocking the charging spaces or lawn companies blocking the parking spaces. This is the most busy Wawa I have been to in awhile. But thankful for a fast supercharger in 15 min from 21%-40%",0,
3338,Compatibility+Connectivity ,capacity,positive,21%-40% charged in 15 min,"If you are charging late morning or afternoon it’s fine, but rush hour between 6:45-8 is chaotic. Cramp parking due to large moving trucks blocking the charging spaces or lawn companies blocking the parking spaces. This is the most busy Wawa I have been to in awhile. But thankful for a fast supercharger in 15 min from 21%-40%",0,
3339,Customer Service,user interface,positive,Perfect experience yet again,"Perfect experience yet again... how people oen non-Tesla EVs with slow Chargepoint and EAmerica is puzzling.

Just add trash bins and maybe a Cafe, lounge, restroom one day?!",0,
3340,Compatibility+Connectivity ,charging compatibility/connectivity,negative,slow Chargepoint and EAmerica is puzzling,"Perfect experience yet again... how people oen non-Tesla EVs with slow Chargepoint and EAmerica is puzzling.

Just add trash bins and maybe a Cafe, lounge, restroom one day?!",0,
3341,Amenities+Location,amenities,positive,Just add trash bins,"Perfect experience yet again... how people oen non-Tesla EVs with slow Chargepoint and EAmerica is puzzling.

Just add trash bins and maybe a Cafe, lounge, restroom one day?!",0,
3342,Amenities+Location,amenities,positive,"maybe a Cafe, lounge, restroom","Perfect experience yet again... how people oen non-Tesla EVs with slow Chargepoint and EAmerica is puzzling.

Just add trash bins and maybe a Cafe, lounge, restroom one day?!",0,
3343,Accessibility+Availability ,accessibility,positive,Perfect experience yet again,"Perfect experience yet again... how people oen non-Tesla EVs with slow Chargepoint and EAmerica is puzzling.

Just add trash bins and maybe a Cafe, lounge, restroom one day?!",0,
3344,Accessibility+Availability ,availability,positive,Perfect experience yet again,"Perfect experience yet again... how people oen non-Tesla EVs with slow Chargepoint and EAmerica is puzzling.

Just add trash bins and maybe a Cafe, lounge, restroom one day?!",0,
3345,Amenities+Location,charging location,positive,new locations at WAWA are great,Love the new locations at WAWA. GREAT COFFEE ☕️,0,
3346,Amenities+Location,amenities,positive,love the GREAT COFFEE ☕️,Love the new locations at WAWA. GREAT COFFEE ☕️,0,
3347,Ease of use,user interface,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3348,Queue+Waiting Time,queue/waiting time,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3349,Safety,safety,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3350,patment Option,payment option,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3351,Ease of use,ease of use,positive,Always up and running,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3352,Compatibility+Connectivity ,charging compatibility/connectivity,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3353,Accessibility+Availability ,availability,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3354,Accessibility+Availability ,infrastructure,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3355,Speed+Efficiency ,efficiency,positive,No problems,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3356,Amenities+Location,amenities,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3357,Reliability+Maintenance,reliability,positive,Always up and running,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3358,Accessibility+Availability ,accessibility,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3359,Price+Cost,price,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3360,Reliability+Maintenance,maintenance,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3361,Accessibility+Availability ,functionality,positive,No problems,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3362,Compatibility+Connectivity ,capacity,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3363,Customer Service,customer service,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3364,Amenities+Location,charging location,positive,No comment,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3365,Speed+Efficiency ,charging speed,positive,No problems,As a Nissan Leaf driver I am very thankful for the Chademo plugs. The few times I have used these chargers they have always been up and running with no problems.,0,
3366,Amenities+Location,charging location,positive,Convenient for food and restroom,This was my first time charging at FPL Evolution. Charger number 4 did not work. I had to move to charger number 1. The location is great because is right next to a Dunkin donuts and a Racetrack gas station. Very convenient for a quick bite or use the restroom.,0,
3367,Accessibility+Availability ,charging station,negative,Charger 4 didn't work,This was my first time charging at FPL Evolution. Charger number 4 did not work. I had to move to charger number 1. The location is great because is right next to a Dunkin donuts and a Racetrack gas station. Very convenient for a quick bite or use the restroom.,0,
3368,Amenities+Location,charging station,positive,Moved to charger 1,This was my first time charging at FPL Evolution. Charger number 4 did not work. I had to move to charger number 1. The location is great because is right next to a Dunkin donuts and a Racetrack gas station. Very convenient for a quick bite or use the restroom.,0,
3369,Amenities+Location,amenities,positive,Next to Dunkin Donuts and Racetrack,This was my first time charging at FPL Evolution. Charger number 4 did not work. I had to move to charger number 1. The location is great because is right next to a Dunkin donuts and a Racetrack gas station. Very convenient for a quick bite or use the restroom.,0,
3370,Accessibility+Availability ,infrastructure,negative,One charger not functional,"Four fast chargers here.
First one on the left doesn't work.
Convenient location for a fast refill.",0,
3371,Accessibility+Availability ,convenience,positive,Fast refill location,"Four fast chargers here.
First one on the left doesn't work.
Convenient location for a fast refill.",0,
3372,Speed+Efficiency ,charging speed,positive,70KW charge with no wait,Worked fine...charged at a rate of 70KW with no other cars charging.,0,
3373,Ease of use,ease of use,positive,Easiest to use chargers,Love these chargers. Easiest to use I've ever ran into. They charge your vehicle so fast based on the vehicle capacity and capability. And I hear they are going to be upgraded to charge even faster. Best ones by far.,0,
3374,Speed+Efficiency ,efficiency,positive,Charge vehicle so fast,Love these chargers. Easiest to use I've ever ran into. They charge your vehicle so fast based on the vehicle capacity and capability. And I hear they are going to be upgraded to charge even faster. Best ones by far.,0,
3375,Accessibility+Availability ,functionality,positive,Upgraded to charge even faster,Love these chargers. Easiest to use I've ever ran into. They charge your vehicle so fast based on the vehicle capacity and capability. And I hear they are going to be upgraded to charge even faster. Best ones by far.,0,
3376,Accessibility+Availability ,infrastructure,negative,Dirty and unsafe charging stations,Lots of broke glass and trash around the charging stations. Not desirable for dog walking. Watch your step!   DQ bathroom was not clean.  The third charger we tried did work.,0,
3377,Customer Service,customer service,negative,Unclean bathroom at DQ,Lots of broke glass and trash around the charging stations. Not desirable for dog walking. Watch your step!   DQ bathroom was not clean.  The third charger we tried did work.,0,
3378,Speed+Efficiency ,efficiency,positive,Third charger worked well,Lots of broke glass and trash around the charging stations. Not desirable for dog walking. Watch your step!   DQ bathroom was not clean.  The third charger we tried did work.,0,
3379,Amenities+Location,charging location,positive,convenient for Dairy Queen customers,7 charging stations right by the Dairy Queen off highway.,0,
3380,Accessibility+Availability ,availability,positive,7 stations available,7 charging stations right by the Dairy Queen off highway.,0,
3381,Accessibility+Availability ,infrastructure,positive,off highway location,7 charging stations right by the Dairy Queen off highway.,0,
3382,Speed+Efficiency ,efficiency,positive,Super fast and convenient location,"I loved this Charging Station, super fast and near the I-95! For sure I’m using it again",0,
3383,Accessibility+Availability ,availability,positive,"Near the I-95, easy to find","I loved this Charging Station, super fast and near the I-95! For sure I’m using it again",0,
3384,Customer Service,customer service,positive,Loved the charging station,"I loved this Charging Station, super fast and near the I-95! For sure I’m using it again",0,
3385,Amenities+Location,charging location,positive,convenient for highway travel,Great spot close to the highway,0,
3386,Amenities+Location,amenities,positive,great spot,Great spot close to the highway,0,
3387,Accessibility+Availability ,infrastructure,positive,Large bank of chargers in city,"I was absolutely surprised to come across this large bank of chargers in the middle of the city

While it is at the edge of the shopping center's parking lot. You can charge your vehicle while you do your shopping",0,
3388,Amenities+Location,charging location,positive,Charge while shopping,"I was absolutely surprised to come across this large bank of chargers in the middle of the city

While it is at the edge of the shopping center's parking lot. You can charge your vehicle while you do your shopping",0,
3389,Accessibility+Availability ,infrastructure,negative,Charging spots sprayed with water,Arrived at 230 am.    The lawn sprinklers are on and spraying into all of  the charging spots.   Not looking to take a shower while plugging in.,0,
3390,Accessibility+Availability ,accessibility,negative,Unable to use charging spots at night,Arrived at 230 am.    The lawn sprinklers are on and spraying into all of  the charging spots.   Not looking to take a shower while plugging in.,0,
3391,Customer Service,user interface,positive,Excellent experience,Excellent / we went to Win Dixie super Market within 15 minutes changed,0,
3392,Speed+Efficiency ,availability,positive,Within 15 minutes changed,Excellent / we went to Win Dixie super Market within 15 minutes changed,0,
3393,Speed+Efficiency ,efficiency,positive,Quick and efficient charging,Excellent / we went to Win Dixie super Market within 15 minutes changed,0,
3394,Queue+Waiting Time,queue/waiting time,positive,never had to wait,Was pretty busy but it’s the shopping season. Only place to eat nearby is the sports bar and a Winn Dixie. I’ve been there a few times and never had to wait.,0,
3395,Accessibility+Availability ,availability,positive,never had to wait,Was pretty busy but it’s the shopping season. Only place to eat nearby is the sports bar and a Winn Dixie. I’ve been there a few times and never had to wait.,0,
3396,Amenities+Location,charging location,positive,only place nearby,Was pretty busy but it’s the shopping season. Only place to eat nearby is the sports bar and a Winn Dixie. I’ve been there a few times and never had to wait.,0,
3397,Accessibility+Availability ,infrastructure,positive,Convenient location with shade and food,"Excellent SC location supporting local and interstate traveller's with I-95 close by. Plenty of shade to enjoy while charging. Winn-Dixie Deli has a fresh selection of entrees, sandwiches, snacks and drinks to fuel up on.",0,
3398,Amenities+Location,amenities,positive,Fresh food and drinks available,"Excellent SC location supporting local and interstate traveller's with I-95 close by. Plenty of shade to enjoy while charging. Winn-Dixie Deli has a fresh selection of entrees, sandwiches, snacks and drinks to fuel up on.",0,
3399,Accessibility+Availability ,accessibility,positive,Supports local and interstate travelers,"Excellent SC location supporting local and interstate traveller's with I-95 close by. Plenty of shade to enjoy while charging. Winn-Dixie Deli has a fresh selection of entrees, sandwiches, snacks and drinks to fuel up on.",0,
3400,Accessibility+Availability ,infrastructure,negative,Frequent maintenance needed,Charging stations are becoming busy now and they are being heavily used so they require frequent maintenance… I am not sure what the plan is but it seems like things are way behind lots of broken chargers or chargers operating at 30% capacity. And the chargers omit an extremely loud buzzing noise almost as if the circuit is overloaded charging was very very slow and took about three times longer than the average time of 35 minutes not that impressed considering the fact that it was a $20 charge.,0,
3401,Accessibility+Availability ,availability,negative,Broken chargers and long wait times,Charging stations are becoming busy now and they are being heavily used so they require frequent maintenance… I am not sure what the plan is but it seems like things are way behind lots of broken chargers or chargers operating at 30% capacity. And the chargers omit an extremely loud buzzing noise almost as if the circuit is overloaded charging was very very slow and took about three times longer than the average time of 35 minutes not that impressed considering the fact that it was a $20 charge.,0,
3402,Speed+Efficiency ,efficiency,negative,Slow charging and loud buzzing noise,Charging stations are becoming busy now and they are being heavily used so they require frequent maintenance… I am not sure what the plan is but it seems like things are way behind lots of broken chargers or chargers operating at 30% capacity. And the chargers omit an extremely loud buzzing noise almost as if the circuit is overloaded charging was very very slow and took about three times longer than the average time of 35 minutes not that impressed considering the fact that it was a $20 charge.,0,
3403,Price+Cost,price,negative,Not impressed with $20 charge,Charging stations are becoming busy now and they are being heavily used so they require frequent maintenance… I am not sure what the plan is but it seems like things are way behind lots of broken chargers or chargers operating at 30% capacity. And the chargers omit an extremely loud buzzing noise almost as if the circuit is overloaded charging was very very slow and took about three times longer than the average time of 35 minutes not that impressed considering the fact that it was a $20 charge.,0,
3404,Amenities+Location,charging location,negative,No amenities for non-members,"At least three chargers working fine 12/30/2022. Remove 1 star for the location because there are no amenities if you're not a Sam's Club member. However, there are a Dunkin, an iHop, and a Waffle House within about 200 meters.",0,
3405,Accessibility+Availability ,charging speed,positive,Three chargers working fine,"At least three chargers working fine 12/30/2022. Remove 1 star for the location because there are no amenities if you're not a Sam's Club member. However, there are a Dunkin, an iHop, and a Waffle House within about 200 meters.",0,
3406,Accessibility+Availability ,infrastructure,negative,slowly degrading in quality,"This station has been slowly degrading in quality and reliability. It is constantly busy (when it does work), and if you are lucky to get a charge started, expect it to max at at maybe 50kwh. I have not successfully charged here in about two months, and there is no status update from Electrify America as to when these 2year old chargers will be replaced.",0,
3407,Accessibility+Availability ,availability,negative,constantly busy and unreliable,"This station has been slowly degrading in quality and reliability. It is constantly busy (when it does work), and if you are lucky to get a charge started, expect it to max at at maybe 50kwh. I have not successfully charged here in about two months, and there is no status update from Electrify America as to when these 2year old chargers will be replaced.",0,
3408,Speed+Efficiency ,efficiency,negative,expect max 50kwh charge,"This station has been slowly degrading in quality and reliability. It is constantly busy (when it does work), and if you are lucky to get a charge started, expect it to max at at maybe 50kwh. I have not successfully charged here in about two months, and there is no status update from Electrify America as to when these 2year old chargers will be replaced.",0,
